lng,lat
-103.491283,20.731794
-103.483400,20.729876
-103.495026,20.726279
-103.487647,20.732507
-103.480948,20.713100
-103.479314,20.730441
-103.480998,20.729101
-103.484972,20.719810
-103.491721,20.735687
-103.489770,20.712377
-103.503774,20.730730
-103.483594,20.713285
-103.478078,20.722978
-103.492909,20.704621
-103.492373,20.730540
-103.480553,20.727811
-103.489227,20.720774
-103.463875,20.725509
-103.477364,20.715452
-103.476654,20.732426
-103.479568,20.750463
-103.491369,20.710620
-103.484166,20.717137
-103.482533,20.729445
-103.484223,20.718944
-103.497348,20.723578
-103.486064,20.719253
-103.490260,20.727104
-103.473882,20.719144
-103.493248,20.726234
-103.490890,20.726414
-103.483177,20.755403
-103.470473,20.736578
-103.480730,20.716310
-103.500775,20.736722
-103.495958,20.718297
-103.490416,20.706804
-103.476906,20.712844
-103.482113,20.706202
-103.486560,20.725130
-103.483113,20.719031
-103.499997,20.739194
-103.483410,20.731660
-103.486320,20.745219
-103.484639,20.721966
-103.476649,20.721824
-103.493729,20.717790
-103.473688,20.721418
-103.477694,20.735037
-103.490929,20.722563
-103.470094,20.700956
-103.486264,20.705057
-103.489175,20.708170
-103.476922,20.721603
-103.500615,20.715735
-103.484934,20.704201
-103.483273,20.734742
-103.466855,20.710590
-103.489921,20.730570
-103.479468,20.727447
-103.505758,20.730568
-103.496097,20.726317
-103.486623,20.740645
-103.487730,20.735020
-103.475065,20.707917
-103.498324,20.712920
-103.481720,20.722821
-103.460956,20.734755
-103.481188,20.729364
-103.490930,20.724282
-103.479957,20.727657
-103.482635,20.739351
-103.498357,20.715479
-103.489084,20.719286
-103.484450,20.735558
-103.474514,20.736266
-103.482466,20.739378
-103.476864,20.726301
-103.487893,20.732312
-103.493254,20.723331
-103.486757,20.723789
-103.475500,20.733786
-103.483755,20.724690
-103.490598,20.729657
-103.483616,20.712463
-103.493288,20.726824
-103.505386,20.732976
-103.488987,20.721018
-103.478096,20.750179
-103.476226,20.730086
-103.492437,20.724605
-103.473060,20.721459
-103.493203,20.727779
-103.469605,20.721184
-103.494949,20.732355
-103.477864,20.709860
-103.488248,20.704932
-103.484446,20.711710
-103.487546,20.749933
-103.481628,20.708273
-103.483797,20.709268
-103.475219,20.732580
-103.494423,20.719627
-103.484962,20.720737
-103.486619,20.725968
-103.476767,20.719397
-103.481176,20.721065
-103.491449,20.742712
-103.496178,20.717999
-103.494267,20.723396
-103.488021,20.717996
-103.479198,20.716823
-103.489985,20.727617
-103.490783,20.710160
-103.495060,20.719523
-103.500683,20.739398
-103.474734,20.713014
-103.494670,20.711848
-103.500056,20.713993
-103.476663,20.716113
-103.491586,20.700229
-103.480686,20.711476
-103.492515,20.727647
-103.487916,20.720946
-103.480256,20.730956
-103.493186,20.729247
-103.493667,20.714040
-103.484931,20.722862
-103.498848,20.730053
-103.487806,20.728482
-103.470373,20.712434
-103.478050,20.721212
-103.483008,20.730236
-103.492648,20.714248
-103.508900,20.709655
-103.460365,20.702081
-103.473986,20.731918
-103.493754,20.724268
-103.487373,20.725373
-103.475185,20.724285
-103.494046,20.724598
-103.488280,20.728834
-103.488904,20.721410
-103.495995,20.728032
-103.492872,20.727603
-103.505220,20.732717
-103.491303,20.719413
-103.491026,20.713160
-103.490202,20.725206
-103.495164,20.735792
-103.499457,20.741709
-103.493769,20.727434
-103.491794,20.724782
-103.492475,20.727533
-103.496660,20.738275
-103.504267,20.722910
-103.487745,20.714070
-103.489830,20.709086
-103.495481,20.718929
-103.484259,20.714339
-103.484126,20.714661
-103.486579,20.750122
-103.483413,20.750571
-103.493616,20.733101
-103.501688,20.722488
-103.488276,20.737726
-103.487572,20.718309
-103.477374,20.751275
-103.472181,20.723097
-103.487777,20.724081
-103.481216,20.704702
-103.497542,20.730631
-103.483355,20.729139
-103.466870,20.722407
-103.479977,20.714034
-103.480752,20.712564
-103.497731,20.730438
-103.498065,20.714253
-103.492719,20.741786
-103.488609,20.726069
-103.486718,20.701960
-103.479925,20.711563
-103.493379,20.734494
-103.474534,20.730989
-103.484744,20.725309
-103.480314,20.720234
-103.479502,20.725295
-103.484833,20.722424
-103.499473,20.722173
-103.483453,20.741356
-103.488101,20.731225
-103.493287,20.734823
-103.484319,20.712990
-103.495382,20.730366
-103.491498,20.711614
-103.489858,20.719345
-103.489206,20.712000
-103.494872,20.730396
-103.490672,20.740124
-103.498931,20.729589
-103.486825,20.730396
-103.487564,20.723336
-103.460287,20.747585
-103.482792,20.731025
-103.486698,20.720407
-103.494264,20.715517
-103.490071,20.726715
-103.501892,20.727231
-103.486618,20.718492
-103.502824,20.731197
-103.480818,20.713037
-103.492926,20.722792
-103.477344,20.720360
-103.460808,20.722566
-103.483089,20.720401
-103.478530,20.724582
-103.514063,20.722627
-103.484878,20.714991
-103.482582,20.736241
-103.487654,20.712545
-103.486931,20.710042
-103.500464,20.713528
-103.485506,20.741559
-103.477009,20.736955
-103.478434,20.733088
-103.473136,20.721784
-103.495988,20.723248
-103.493978,20.718974
-103.479970,20.723081
-103.499771,20.725699
-103.474904,20.733213
-103.471859,20.721590
-103.474098,20.705451
-103.461145,20.736186
-103.506482,20.716454
-103.494331,20.724399
-103.474875,20.706532
-103.489360,20.736838
-103.491330,20.724522
-103.498648,20.729819
-103.479322,20.717507
-103.480560,20.716121
-103.485560,20.714068
-103.483256,20.732483
-103.494077,20.725923
-103.489109,20.733445
-103.505465,20.721495
-103.492084,20.716845
-103.483101,20.720371
-103.492859,20.717178
-103.501691,20.732497
-103.495309,20.725163
-103.500057,20.721574
-103.499266,20.743465
-103.490164,20.719241
-103.480622,20.721027
-103.501056,20.722847
-103.494823,20.735583
-103.483491,20.718716
-103.496249,20.719453
-103.476920,20.717215
-103.498397,20.707701
-103.464607,20.730212
-103.485581,20.731366
-103.484161,20.746051
-103.485926,20.727724
-103.465922,20.725560
-103.477432,20.716355
-103.489130,20.727784
-103.487908,20.747717
-103.486974,20.707000
-103.498759,20.727816
-103.495981,20.719336
-103.494679,20.733724
-103.497316,20.729529
-103.483285,20.728084
-103.485955,20.725904
-103.512132,20.722445
-103.477386,20.705769
-103.469617,20.720766
-103.515370,20.738228
-103.490685,20.737291
-103.490809,20.714167
-103.475243,20.727146
-103.483775,20.727781
-103.496799,20.729537
-103.489477,20.719308
-103.481353,20.722435
-103.482718,20.723816
-103.473110,20.727396
-103.490248,20.721007
-103.476319,20.707353
-103.493047,20.747289
-103.479235,20.726897
-103.493827,20.727141
-103.502383,20.731702
-103.488331,20.725835
-103.483293,20.727364
-103.493764,20.725113
-103.486712,20.716785
-103.492328,20.715560
-103.462884,20.721112
-103.501365,20.715481
-103.478388,20.714327
-103.473222,20.749488
-103.483750,20.725707
-103.498001,20.731031
-103.493348,20.713321
-103.476663,20.725515
-103.484233,20.723542
-103.480019,20.717971
-103.495884,20.729623
-103.489297,20.729938
-103.494909,20.714188
-103.481383,20.733645
-103.495714,20.709735
-103.478795,20.721878
-103.490244,20.731649
-103.480413,20.725454
-103.489597,20.731028
-103.490455,20.715818
-103.493739,20.721448
-103.483175,20.738117
-103.487205,20.711633
-103.474750,20.713088
-103.478230,20.725493
-103.504276,20.726082
-103.504864,20.724506
-103.478032,20.748103
-103.478185,20.745550
-103.505482,20.724057
-103.485103,20.724866
-103.502454,20.724264
-103.495304,20.735747
-103.484708,20.712779
-103.482493,20.727581
-103.485668,20.726550
-103.485472,20.713847
-103.491206,20.722284
-103.482689,20.716163
-103.483731,20.724444
-103.454000,20.719691
-103.482735,20.730463
-103.494798,20.706994
-103.493628,20.709424
-103.479185,20.704837
-103.499816,20.716551
-103.493307,20.721296
-103.480959,20.745967
-103.476920,20.701346
-103.491848,20.715799
-103.494709,20.740771
-103.473440,20.743362
-103.469727,20.736118
-103.487246,20.718254
-103.466024,20.715568
-103.487461,20.723700
-103.504157,20.714480
-103.468734,20.708570
-103.471122,20.719650
-103.473134,20.719619
-103.476006,20.734145
-103.478269,20.750583
-103.475668,20.723612
-103.486026,20.719645
-103.475895,20.714518
-103.485878,20.712514
-103.488954,20.704450
-103.498590,20.727088
-103.466497,20.733163
-103.496297,20.726143
-103.474083,20.719552
-103.486514,20.741665
-103.482933,20.722834
-103.490626,20.718087
-103.485135,20.721874
-103.487009,20.724906
-103.471043,20.729620
-103.484161,20.703783
-103.512945,20.722429
-103.500770,20.727067
-103.486793,20.711156
-103.478028,20.727888
-103.485977,20.730439
-103.478899,20.741963
-103.477662,20.712314
-103.483037,20.726122
-103.492766,20.720514
-103.482957,20.713109
-103.515034,20.720602
-103.484748,20.708995
-103.482571,20.736183
-103.482770,20.706554
-103.486965,20.719928
-103.495953,20.711094
-103.490483,20.717638
-103.471712,20.734802
-103.474884,20.718672
-103.483254,20.715982
-103.493936,20.731889
-103.469917,20.721326
-103.490299,20.718309
-103.482698,20.712857
-103.483925,20.742634
-103.468679,20.713158
-103.492860,20.736351
-103.477628,20.734458
-103.486070,20.728995
-103.490287,20.703956
-103.500609,20.715067
-103.483710,20.727204
-103.478954,20.705962
-103.496594,20.724963
-103.477562,20.731262
-103.479692,20.716412
-103.479922,20.732443
-103.506080,20.725217
-103.490311,20.737807
-103.488096,20.711059
-103.517799,20.717167
-103.491351,20.739019
-103.477450,20.709086
-103.474471,20.731356
-103.486057,20.736355
-103.483340,20.740811
-103.488132,20.744199
-103.488934,20.696785
-103.493096,20.726641
-103.490368,20.726684
-103.484116,20.713235
-103.481188,20.732943
-103.499794,20.733869
-103.483071,20.723760
-103.499672,20.729790
-103.486680,20.715432
-103.486657,20.718780
-103.484643,20.733448
-103.487829,20.707589
-103.476960,20.715443
-103.485540,20.739946
-103.485218,20.730201
-103.482345,20.702597
-103.473667,20.729859
-103.488393,20.729355
-103.496896,20.714905
-103.492202,20.721735
-103.489963,20.726633
-103.480923,20.719044
-103.503143,20.724974
-103.490007,20.710030
-103.493842,20.722072
-103.490497,20.734645
-103.480217,20.724719
-103.494298,20.727773
-103.480352,20.725708
-103.495092,20.737729
-103.493891,20.721715
-103.502096,20.727265
-103.482257,20.712727
-103.472002,20.727801
-103.481194,20.720901
-103.493211,20.739524
-103.487066,20.707841
-103.466116,20.721326
-103.485184,20.717080
-103.499616,20.729548
-103.476562,20.719332
-103.496213,20.722420
-103.479591,20.716510
-103.487312,20.730499
-103.491407,20.715406
-103.492769,20.735514
-103.482069,20.716562
-103.490798,20.696493
-103.478213,20.732123
-103.475266,20.711269
-103.465835,20.734600
-103.481015,20.732589
-103.483904,20.718971
-103.483261,20.722705
-103.498487,20.717528
-103.495580,20.728410
-103.496541,20.730698
-103.490939,20.710464
-103.488260,20.712995
-103.482223,20.714949
-103.483893,20.728322
-103.471259,20.725093
-103.478537,20.720207
-103.505528,20.718484
-103.492190,20.731845
-103.482562,20.731871
-103.495037,20.725011
-103.482914,20.710983
-103.482906,20.730913
-103.467249,20.728214
-103.498900,20.724835
-103.477233,20.708899
-103.498541,20.728658
-103.491032,20.723435
-103.500088,20.729876
-103.485260,20.713893
-103.489766,20.727160
-103.485795,20.728846
-103.467051,20.720449
-103.490221,20.715219
-103.504526,20.715219
-103.494424,20.736825
-103.488874,20.717999
-103.477267,20.734999
-103.472787,20.720755
-103.478019,20.724119
-103.503853,20.717377
-103.479689,20.731556
-103.483011,20.726981
-103.499878,20.719368
-103.472934,20.708825
-103.494406,20.727761
-103.499869,20.704722
-103.486817,20.725102
-103.495563,20.728912
-103.472126,20.733463
-103.472998,20.717749
-103.493271,20.730958
-103.478749,20.727730
-103.493579,20.716779
-103.492521,20.728916
-103.494493,20.719104
-103.482864,20.722692
-103.470121,20.720348
-103.499426,20.725752
-103.491620,20.715184
-103.499111,20.711451
-103.505268,20.719886
-103.493724,20.733457
-103.476731,20.730642
-103.479345,20.735326
-103.482263,20.728803
-103.475579,20.729231
-103.495193,20.719890
-103.469284,20.718885
-103.499197,20.721511
-103.499285,20.708481
-103.506344,20.715335
-103.506280,20.733103
-103.476762,20.724327
-103.493327,20.726815
-103.482371,20.726624
-103.463071,20.726898
-103.501150,20.751289
-103.510818,20.728537
-103.476774,20.716541
-103.488886,20.717811
-103.485014,20.735991
-103.467033,20.720524
-103.472557,20.715966
-103.479933,20.743833
-103.487309,20.706450
-103.490023,20.728512
-103.487422,20.709518
-103.480711,20.725075
-103.489514,20.729424
-103.500707,20.742573
-103.471185,20.727714
-103.466837,20.724076
-103.495456,20.730946
-103.473252,20.743545
-103.489303,20.722311
-103.487776,20.714050
-103.481108,20.722238
-103.505381,20.710675
-103.487461,20.744547
-103.491124,20.710671
-103.489691,20.733020
-103.492017,20.723941
-103.489077,20.718525
-103.500451,20.726354
-103.476167,20.708683
-103.470209,20.739976
-103.494608,20.735923
-103.488267,20.721893
-103.503393,20.724967
-103.485212,20.729065
-103.481745,20.737312
-103.487861,20.707417
-103.484828,20.717869
-103.479632,20.734769
-103.476848,20.712605
-103.482357,20.691869
-103.477917,20.739565
-103.487192,20.721598
-103.478147,20.710151
-103.473597,20.736386
-103.497928,20.728704
-103.469668,20.729286
-103.469082,20.721268
-103.478036,20.735815
-103.486358,20.727069
-103.472824,20.741582
-103.495226,20.719703
-103.521816,20.723225
-103.492085,20.706871
-103.491022,20.720970
-103.488217,20.721753
-103.482822,20.734500
-103.464394,20.705382
-103.490271,20.730452
-103.492145,20.722272
-103.483850,20.724989
-103.494105,20.734944
-103.478306,20.704485
-103.474072,20.731910
-103.486399,20.722056
-103.493638,20.719850
-103.490551,20.725918
-103.476864,20.728121
-103.499733,20.716488
-103.480316,20.735734
-103.483338,20.707381
-103.504990,20.726247
-103.476198,20.716802
-103.488169,20.719035
-103.494905,20.720378
-103.490806,20.726556
-103.479611,20.716551
-103.488188,20.715800
-103.491470,20.717573
-103.498071,20.739704
-103.492277,20.725179
-103.481380,20.702169
-103.483702,20.708839
-103.500614,20.715190
-103.470816,20.720804
-103.474038,20.713444
-103.505023,20.706075
-103.488518,20.730724
-103.490461,20.722442
-103.489985,20.707798
-103.477478,20.711966
-103.491904,20.714605
-103.481300,20.706970
-103.471073,20.720200
-103.492979,20.723383
-103.492922,20.718947
-103.487550,20.723173
-103.497097,20.731355
-103.493306,20.713836
-103.470342,20.729730
-103.482329,20.725213
-103.502781,20.726461
-103.479831,20.728447
-103.496484,20.730978
-103.475821,20.715736
-103.480210,20.729095
-103.488695,20.730458
-103.496937,20.743634
-103.498192,20.735059
-103.496826,20.737050
-103.489493,20.715810
-103.504028,20.716518
-103.476651,20.717312
-103.481160,20.714190
-103.493655,20.709601
-103.487371,20.722005
-103.493020,20.739135
-103.481944,20.718895
-103.481933,20.732531
-103.506633,20.717702
-103.485411,20.719239
-103.503609,20.724226
-103.502601,20.717661
-103.478469,20.721034
-103.467070,20.719248
-103.494898,20.722236
-103.488390,20.708476
-103.498222,20.727707
-103.510560,20.727371
-103.489936,20.723396
-103.474266,20.730341
-103.491870,20.704305
-103.500656,20.715961
-103.482523,20.713219
-103.496039,20.717243
-103.489187,20.727088
-103.488467,20.719217
-103.489353,20.729780
-103.489841,20.708233
-103.478809,20.711844
-103.486554,20.727126
-103.481326,20.711770
-103.499479,20.734424
-103.495332,20.733037
-103.493823,20.744623
-103.488590,20.711713
-103.481032,20.728636
-103.480007,20.722942
-103.508305,20.708166
-103.503102,20.729982
-103.472821,20.723776
-103.482860,20.731575
-103.501775,20.729824
-103.488093,20.727273
-103.482203,20.696846
-103.461092,20.727989
-103.458819,20.715442
-103.492720,20.725135
-103.483827,20.736003
-103.500821,20.714953
-103.478212,20.724523
-103.501853,20.721259
-103.486279,20.710062
-103.479988,20.722968
-103.473924,20.719374
-103.462479,20.721045
-103.474181,20.714977
-103.478997,20.722898
-103.480994,20.727787
-103.466073,20.731423
-103.482678,20.725593
-103.487711,20.711406
-103.485840,20.736640
-103.495552,20.732194
-103.477582,20.718918
-103.498123,20.739133
-103.472403,20.726468
-103.474575,20.716922
-103.483658,20.740310
-103.483007,20.723977
-103.498194,20.727868
-103.495061,20.729839
-103.473402,20.724465
-103.492516,20.737473
-103.480257,20.731067
-103.507305,20.720755
-103.472173,20.741840
-103.491127,20.736622
-103.475571,20.719017
-103.490199,20.707331
-103.500962,20.726256
-103.495671,20.721440
-103.499222,20.702733
-103.506639,20.737646
-103.488561,20.711523
-103.478905,20.713794
-103.485504,20.711849
-103.481126,20.730754
-103.494280,20.720173
-103.478556,20.713620
-103.492220,20.713056
-103.481372,20.715320
-103.472744,20.727490
-103.489987,20.706868
-103.498122,20.720426
-103.470609,20.725994
-103.496867,20.718210
-103.500818,20.731857
-103.489336,20.725347
-103.470639,20.723990
-103.479862,20.717005
-103.478562,20.725673
-103.493585,20.733258
-103.496979,20.723529
-103.482172,20.706480
-103.490734,20.735633
-103.499605,20.721923
-103.488656,20.714386
-103.466198,20.719950
-103.482404,20.714321
-103.491985,20.736776
-103.480296,20.712372
-103.477312,20.709747
-103.472369,20.707198
-103.497214,20.728639
-103.479376,20.714301
-103.477114,20.716980
-103.470378,20.719773
-103.493790,20.714785
-103.486590,20.717686
-103.482607,20.713028
-103.477174,20.721710
-103.492216,20.701174
-103.490162,20.739290
-103.484929,20.723692
-103.480306,20.724648
-103.464362,20.717392
-103.496175,20.710879
-103.483060,20.736344
-103.487096,20.695123
-103.486038,20.722928
-103.488010,20.720332
-103.478924,20.747643
-103.493356,20.702094
-103.489704,20.729810
-103.486073,20.721584
-103.480941,20.720390
-103.494253,20.734765
-103.494555,20.731766
-103.485084,20.717909
-103.491020,20.709622
-103.482242,20.715118
-103.471686,20.724706
-103.478125,20.723145
-103.485360,20.722868
-103.494804,20.732719
-103.479603,20.732259
-103.483617,20.717856
-103.494800,20.721655
-103.490252,20.739264
-103.494640,20.712129
-103.488691,20.715844
-103.498959,20.722168
-103.469907,20.695141
-103.475359,20.719194
-103.494589,20.718826
-103.480723,20.703980
-103.484791,20.706090
-103.485706,20.716741
-103.476373,20.736111
-103.501832,20.731890
-103.466743,20.726296
-103.478689,20.713529
-103.487421,20.717806
-103.498577,20.704087
-103.476517,20.727405
-103.473798,20.719600
-103.492247,20.722499
-103.489536,20.718325
-103.497136,20.718974
-103.479932,20.711090
-103.483696,20.727979
-103.492182,20.724686
-103.500091,20.721137
-103.498122,20.726707
-103.489475,20.722274
-103.494581,20.740131
-103.506904,20.710906
-103.487055,20.720981
-103.487762,20.730761
-103.484984,20.703224
-103.488103,20.736270
-103.495635,20.724105
-103.484318,20.712948
-103.495921,20.715364
-103.478587,20.709455
-103.484237,20.730398
-103.479177,20.730224
-103.495813,20.719217
-103.474352,20.711730
-103.493864,20.723781
-103.486604,20.719646
-103.502789,20.713877
-103.483404,20.734786
-103.484463,20.719651
-103.500885,20.727657
-103.470345,20.706642
-103.486139,20.727331
-103.497137,20.718201
-103.475052,20.740098
-103.490184,20.721275
-103.479578,20.710053
-103.474887,20.718133
-103.484547,20.730309
-103.491156,20.718432
-103.502996,20.713584
-103.485168,20.739571
-103.489219,20.716007
-103.479370,20.716596
-103.482989,20.717593
-103.481672,20.712672
-103.483495,20.717147
-103.479060,20.723490
-103.503386,20.734220
-103.476122,20.708926
-103.500861,20.702595
-103.495384,20.715657
-103.488429,20.723084
-103.475898,20.731458
-103.486077,20.725175
-103.499002,20.726164
-103.487604,20.727683
-103.488704,20.727188
-103.494920,20.730355
-103.473411,20.719026
-103.467393,20.723248
-103.482116,20.726287
-103.484132,20.729343
-103.479916,20.720218
-103.490763,20.710367
-103.498374,20.734362
-103.481695,20.720246
-103.464274,20.718161
-103.483447,20.731891
-103.508921,20.722131
-103.499914,20.722840
-103.501614,20.730496
-103.488832,20.733391
-103.481382,20.733349
-103.470442,20.737330
-103.471723,20.726621
-103.485706,20.714635
-103.465674,20.722533
-103.477192,20.695682
-103.497518,20.704084
-103.478337,20.713512
-103.483229,20.697961
-103.495320,20.723965
-103.490575,20.709499
-103.493172,20.708730
-103.475449,20.736507
-103.486240,20.721708
-103.476367,20.728342
-103.472519,20.757720
-103.490958,20.719706
-103.473539,20.727807
-103.483526,20.713188
-103.479824,20.703792
-103.486258,20.714364
-103.489522,20.728115
-103.482779,20.717573
-103.482847,20.733189
-103.482010,20.721585
-103.489282,20.700977
-103.487601,20.726971
-103.490011,20.727588
-103.488247,20.736232
-103.475490,20.713462
-103.489479,20.739970
-103.484464,20.721614
-103.481267,20.723202
-103.488795,20.723741
-103.488555,20.716133
-103.497745,20.724527
-103.469565,20.729157
-103.483637,20.699278
-103.485736,20.724542
-103.481003,20.726608
-103.486326,20.716163
-103.476835,20.737534
-103.478735,20.729025
-103.489615,20.720886
-103.495508,20.716874
-103.483322,20.738641
-103.477271,20.706038
-103.486295,20.725392
-103.474819,20.731292
-103.499276,20.721349
-103.490473,20.737390
-103.472166,20.730347
-103.483825,20.718561
-103.471439,20.731533
-103.496653,20.719450
-103.485367,20.709063
-103.490379,20.737818
-103.481957,20.728648
-103.487227,20.722314
-103.480548,20.722418
-103.486900,20.726547
-103.490849,20.708042
-103.475970,20.700671
-103.480539,20.729898
-103.492715,20.736279
-103.490722,20.718678
-103.486036,20.717805
-103.489606,20.728134
-103.496708,20.728870
-103.502976,20.734294
-103.463925,20.716032
-103.492407,20.722436
-103.481896,20.737022
-103.497727,20.736027
-103.501433,20.707000
-103.470303,20.711699
-103.496046,20.734437
-103.482318,20.738228
-103.492031,20.706068
-103.490834,20.730564
-103.485574,20.731474
-103.487525,20.728384
-103.466925,20.717873
-103.490349,20.722992
-103.479571,20.736000
-103.480693,20.734606
-103.480338,20.722191
-103.493616,20.722496
-103.482549,20.709661
-103.480517,20.713404
-103.487110,20.733954
-103.489264,20.716950
-103.491354,20.727553
-103.485316,20.714035
-103.508769,20.728578
-103.487882,20.718474
-103.458471,20.746678
-103.490744,20.732997
-103.491526,20.716387
-103.483774,20.720891
-103.492978,20.712923
-103.468548,20.727199
-103.485348,20.718287
-103.488962,20.721036
-103.495330,20.729865
-103.503030,20.733048
-103.486087,20.724104
-103.483304,20.721951
-103.507466,20.727467
-103.492393,20.726521
-103.498237,20.718952
-103.493444,20.720080
-103.494324,20.726328
-103.489788,20.724023
-103.499372,20.735666
-103.488924,20.705854
-103.513423,20.719514
-103.483152,20.715508
-103.494693,20.738947
-103.481207,20.732413
-103.485276,20.720560
-103.489643,20.731846
-103.484692,20.725935
-103.477108,20.722545
-103.474286,20.707737
-103.493590,20.718785
-103.481753,20.724249
-103.495686,20.723392
-103.474546,20.684657
-103.491913,20.737702
-103.503905,20.734088
-103.486514,20.715863
-103.501498,20.717292
-103.490220,20.730253
-103.488485,20.732517
-103.481110,20.710006
-103.459120,20.741634
-103.492951,20.718089
-103.481698,20.717993
-103.476202,20.708804
-103.495828,20.725371
-103.475201,20.726721
-103.504008,20.705572
-103.479301,20.706694
-103.470686,20.734693
-103.487323,20.722325
-103.479090,20.707869
-103.466287,20.730774
-103.488521,20.735995
-103.479163,20.731878
-103.480003,20.722123
-103.491137,20.719236
-103.481470,20.730281
-103.499174,20.711414
-103.482226,20.744721
-103.489757,20.724974
-103.499098,20.711050
-103.486484,20.727269
-103.484154,20.739279
-103.489557,20.721616
-103.488733,20.721789
-103.484105,20.710287
-103.503671,20.721737
-103.486040,20.728174
-103.472845,20.713120
-103.489411,20.728007
-103.489392,20.708372
-103.494152,20.737250
-103.497648,20.711425
-103.487700,20.729097
-103.489986,20.739827
-103.469181,20.705420
-103.497211,20.710701
-103.475837,20.732650
-103.483514,20.728494
-103.487527,20.739728
-103.499482,20.706155
-103.504952,20.728956
-103.481681,20.727514
-103.480266,20.744564
-103.471237,20.713579
-103.485184,20.727043
-103.486167,20.715610
-103.478846,20.716109
-103.484214,20.717447
-103.487061,20.721800
-103.487367,20.737396
-103.481126,20.705666
-103.472209,20.725578
-103.492018,20.720706
-103.493042,20.727083
-103.505188,20.712258
-103.480440,20.712166
-103.496523,20.710135
-103.497984,20.733976
-103.503445,20.705029
-103.471853,20.730384
-103.482163,20.706152
-103.465560,20.709744
-103.485464,20.733058
-103.497268,20.710358
-103.483020,20.727822
-103.492429,20.729732
-103.498903,20.745370
-103.486991,20.736569
